adc_bits,snr_db,method,mc_idx,seed,ber,rmse_tau_init,rmse_tau_final,improvement,success_rate
8,15.0,naive_slice,0,80,0.4950093924999237,0.2896236660579317,0.2896236660579317,0.9999999996547243,0.3125
8,15.0,adjoint_slice,0,80,0.06577352434396744,0.2896236660579317,0.2896236660579317,0.9999999996547243,0.3125
8,15.0,proposed,0,80,0.0641886442899704,0.2896236660579317,0.2866692046822558,1.0103061690142825,0.2890625
8,15.0,oracle_sync,0,80,6.103516170696821e-06,0.2896236660579317,0.0,2896236660.579317,1.0
8,15.0,naive_slice,1,1080,0.49798789620399475,0.2984676820873619,0.2984676820873619,0.9999999996649553,0.234375
8,15.0,adjoint_slice,1,1080,0.07097981870174408,0.2984676820873619,0.2984676820873619,0.9999999996649553,0.234375
8,15.0,proposed,1,1080,0.07014364004135132,0.2984676820873619,0.29686334412019577,1.005404297628528,0.22265625
8,15.0,oracle_sync,1,1080,0.0,0.2984676820873619,0.0,2984676820.873619,1.0
8,15.0,naive_slice,2,2080,0.5006327629089355,0.29523196172000055,0.29523196172000055,0.9999999996612833,0.2421875
8,15.0,adjoint_slice,2,2080,0.08523152768611908,0.29523196172000055,0.29523196172000055,0.9999999996612833,0.2421875
8,15.0,proposed,2,2080,0.08356934040784836,0.29523196172000055,0.2926404199305701,1.0088557202356383,0.234375
8,15.0,oracle_sync,2,2080,0.0017517090309411287,0.29523196172000055,0.0,2952319617.2000055,1.0
8,15.0,naive_slice,3,3080,0.49421387910842896,0.3075641573774547,0.3075641573774547,0.9999999996748645,0.3046875
8,15.0,adjoint_slice,3,3080,0.07890015095472336,0.3075641573774547,0.3075641573774547,0.9999999996748645,0.3046875
8,15.0,proposed,3,3080,0.07769165188074112,0.3075641573774547,0.30454758654737035,1.0099050882763263,0.2890625
8,15.0,oracle_sync,3,3080,4.069010628882097e-06,0.3075641573774547,0.0,3075641573.7745466,1.0
8,15.0,naive_slice,4,4080,0.499174028635025,0.3015225962940494,0.3015225962940494,0.9999999996683498,0.25390625
8,15.0,adjoint_slice,4,4080,0.0729166716337204,0.3015225962940494,0.3015225962940494,0.9999999996683498,0.25390625
